name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,cLIpLDDT_i,cLIpLDDT_j,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j
aPKC___BEAF-32,2,3,A,B,0.1342,256.2,34.4,0.0190,0.7180,0.0989,0.1821,706.0,93.0,0.2700,45.5,38.0,0.420,124,43,19,19,82.5,49.3,65.8,44.5,958,283,"[487-505,510-542,616,633,642,647,667,701,714,716-718,721,735-739,741-742,751,755,759,761-763,771-776,778,782-792,794-796,799,801,805,813,815,831-837,843,847,850-852,854-855,857-859,861,866,878,881,889]","[119,135-141,237-271]","[487,489-494,499,516-522,524,529,775,789]","[135-141,241-252]"
aPKC___BEAF-32,3,1,A,B,0.0158,18.1,0.3,0.0000,0.4679,0.0138,0.0181,41.0,8.0,0.2500,43.8,36.1,0.390,25,5,5,5,85.4,27.8,76.0,27.8,958,283,"[616,618,632,634,640-642,681,692,737,739-740,745,761,771,773-775,778-779,788,791,813,833,879]",[88-92],"[740,761,775,778-779]",[88-92]
aPKC___BEAF-32,4,4,A,B,0.0961,40.1,3.9,0.0138,0.6274,0.0756,0.1222,62.0,26.0,0.2300,46.6,37.0,0.430,13,20,4,9,66.2,48.0,55.9,46.5,958,283,"[503-504,515,517-521,523-524,534-536]","[238-248,250,252,256,260,262,264,266,270-271]","[519-521,524]","[241-248,250]"
aPKC___BEAF-32,5,2,A,B,0.0783,219.6,17.2,0.0147,0.6037,0.0734,0.0835,1462.0,33.0,0.2300,44.9,39.8,0.390,284,10,15,7,90.8,35.4,78.5,36.7,958,283,"[611-654,659-672,674-708,712-743,745-815,828-845,847-870,875-885,888-903,914,931-948]",[83-92],"[625-627,660,740,758,760-761,774-779,782]",[85-91]
aPKC___Bap111,1,5,A,B,0.1254,115.2,14.4,0.0159,0.6501,0.1116,0.1409,316.0,42.0,0.3000,46.6,26.6,0.360,150,14,17,11,91.0,37.9,76.2,37.6,958,749,"[487-495,498-499,511,518,529,531-532,534,539,633,641-643,676,684,701,703,705,713-728,730-733,736-738,741-743,745-749,751-756,761-762,771-772,774-775,778,781-792,794,796-805,809,812,814-815,830,832-845,847-853,855-856,858,860-866,869,875-880,883-884,888-893,895,897,899-901]","[195-202,425-430]","[487-494,499,840-843,852,855-856,860]","[195-202,427-429]"
aPKC___Bap111,2,4,A,B,0.1864,77.6,14.5,0.0177,0.7085,0.1632,0.2129,123.0,49.0,0.2700,44.6,24.8,0.360,25,10,10,9,68.7,38.3,62.0,38.6,958,749,"[486-496,498-502,505,511,528-529,531,534,539,542,691]",[194-203],"[487-495,499]",[194-202]
aPKC___Bap111,3,3,A,B,0.2261,69.6,15.7,0.0232,0.7950,0.1909,0.2677,118.0,41.0,0.2400,46.3,27.5,0.340,26,10,8,7,65.9,32.8,50.9,33.7,958,749,"[486-496,498,500,502-505,511,527-528,531,533-535,539,542]",[194-203],[487-494],[195-201]
aPKC___Bap111,4,1,A,B,0.2290,101.7,23.3,0.0212,0.7577,0.1768,0.2967,207.0,50.0,0.2100,45.2,27.2,0.330,35,12,10,10,66.2,36.7,55.5,37.8,958,749,"[486-500,502-505,511,514,526,528-534,536-539,541-542]",[194-205],"[487-495,499]",[194-203]
aPKC___Bap111,5,2,A,B,0.1790,58.5,10.5,0.0170,0.6832,0.1688,0.1898,90.0,38.0,0.1900,46.8,28.5,0.330,14,10,9,10,57.9,33.5,53.5,33.5,958,749,"[486-496,499,511,526]",[194-203],"[487-494,499]",[194-203]
aPKC___Bap55,1,4,A,B,0.3227,825.8,266.4,0.3402,0.8773,0.2546,0.4090,6958.0,98.0,0.6900,43.0,82.1,0.410,18,383,14,21,50.7,86.0,54.6,81.5,958,425,[148-165],"[11-48,70-231,236,242-245,248-425]","[150-151,153-164]","[157,161,164-165,167-171,189-191,396,399,401-402,404-405,422-423,425]"
aPKC___Bap55,2,5,A,B,0.2848,690.4,196.7,0.2309,0.8935,0.2193,0.3699,6356.0,75.0,0.6600,45.2,84.0,0.410,18,372,13,19,49.2,88.9,54.1,83.7,958,425,[148-165],"[12-46,72-230,236-237,242-245,250-316,318-368,372-425]","[150-151,153-163]","[157,161,164-165,168-170,189-191,396,399,401-402,404-405,422-423,425]"
aPKC___Bap55,3,3,A,B,0.1606,541.9,87.0,0.0188,0.6987,0.1375,0.1877,3968.0,74.0,0.5800,44.0,82.6,0.400,15,346,12,19,46.6,88.2,49.0,80.7,958,425,[150-164],"[13-45,73-218,220-229,251-281,283-285,287-302,304-314,320-367,375,378,380-425]","[150-151,153-162]","[157,161,164-165,167-171,189-191,396,399,401-402,404-405,425]"
aPKC___Bap55,4,1,A,B,0.2149,551.4,118.5,0.0527,0.7848,0.1675,0.2756,4678.0,65.0,0.5800,44.3,84.3,0.420,17,363,13,17,46.9,89.5,49.6,81.9,958,425,[147-163],"[13-45,72-229,242,244-245,248,250-314,320-369,373-425]","[147,150-151,153-162]","[161,165,168-170,189-191,396,399,401-402,404-405,422-423,425]"
aPKC___Bap55,5,2,A,B,0.0000,0.0,0.0,0.0000,0.3764,0.0000,0.0000,0.0,0.0,0.3200,42.8,84.3,0.410,0,0,0,0,,,,,958,425,,,,
aPKC___Bap60,1,5,A,B,0.0407,43.5,1.8,0.0129,0.5783,0.0344,0.0480,379.0,5.0,0.2400,44.4,55.5,0.350,189,7,5,2,92.6,33.5,86.9,38.6,958,515,"[615-616,618-619,631-634,641-644,646-647,663,665,667-671,675-678,680-685,688,690-694,697,699,701-702,704-737,739-743,746,748-749,751,753-756,759,761-763,771-772,774-775,777-778,782-792,794-815,831-838,840-841,844-845,847-869,875,877-884,888-895,897-900,902,915]",[11-17],"[707,710,811-813]",[15-16]
aPKC___Bap60,2,1,A,B,0.0000,0.0,0.0,0.0000,0.3181,0.0000,0.0000,0.0,0.0,0.2100,44.9,56.1,0.360,0,0,0,0,,,,,958,515,,,,
aPKC___Bap60,3,2,A,B,0.0000,0.0,0.0,0.0000,0.4564,0.0121,0.0000,4.0,0.0,0.2100,45.4,58.9,0.350,4,1,0,0,91.7,39.5,,,958,515,"[708,795,881,897]",[5],,
aPKC___Bap60,4,3,A,B,0.0000,0.0,0.0,0.0000,0.4193,0.0000,0.0000,0.0,0.0,0.2000,43.9,58.4,0.350,0,0,0,0,,,,,958,515,,,,
aPKC___Bap60,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2762,0.0000,0.0000,0.0,0.0,0.1700,45.4,52.9,0.370,0,0,0,0,,,,,958,515,,,,
aPKC___Bdp1,1,4,A,B,0.4722,871.6,411.5,0.5052,0.9747,0.3823,0.5832,7673.0,99.0,0.4000,42.9,26.4,0.350,346,18,29,14,83.7,55.0,81.8,58.7,958,695,[608-953],[182-199],"[626,654,656,660,703,706-707,710,739-740,742-744,761,763,772-780,791,807,811-812,816]","[185-187,189-199]"
aPKC___Bdp1,2,3,A,B,0.4494,897.7,403.4,0.4542,0.9698,0.3537,0.5710,7900.0,102.0,0.4000,44.6,29.8,0.360,345,20,31,15,87.1,55.4,86.2,60.1,958,695,[608-952],[182-201],"[625-626,654,656,660,703,706-707,739-740,742-744,758,761,763,771-780,791,807,811-812,816]","[185-187,189-200]"
aPKC___Bdp1,3,2,A,B,0.4408,919.8,405.5,0.4310,0.9591,0.3451,0.5631,8135.0,104.0,0.3900,45.8,31.4,0.350,345,20,29,16,89.8,55.4,85.6,58.8,958,695,[608-952],[182-201],"[625-626,655-657,660,703,706-707,739-740,742-744,761,772-780,791,807,811-812,816]","[185-187,189-201]"
aPKC___Bdp1,4,5,A,B,0.3939,866.9,341.5,0.3272,0.9432,0.2997,0.5177,7516.0,100.0,0.3900,45.3,30.0,0.350,342,20,29,16,88.6,51.5,86.0,54.4,958,695,[610-951],[182-201],"[625-626,654,656,660,703,706-707,739-740,742-744,761,771-780,791,807,811-812,816]","[185-187,189-201]"
aPKC___Bdp1,5,1,A,B,0.3145,720.7,226.7,0.1455,0.9022,0.2436,0.4060,5043.0,103.0,0.3600,43.8,28.8,0.360,328,17,31,14,86.4,46.7,81.8,48.6,958,695,"[611-819,827-871,875-948]",[183-199],"[625-626,654,656,660,703,706-707,710,739-740,742-744,758,760-761,763,772-781,807,811-812]","[184-187,189-198]"
aPKC___Bgb,1,2,A,B,0.0000,0.0,0.0,0.2059,0.2622,0.4847,0.0000,11.0,0.0,0.2100,45.1,59.0,0.400,1,6,0,0,17.5,16.0,,,958,252,[1],[247-252],,
aPKC___Bgb,2,4,A,B,0.0000,0.0,0.0,0.2358,0.2685,0.4895,0.0000,12.0,0.0,0.1900,44.2,55.1,0.400,1,6,0,0,15.2,20.7,,,958,252,[1],[247-252],,
aPKC___Bgb,3,3,A,B,0.0000,0.0,0.0,0.2378,0.2161,0.5049,0.0000,11.0,0.0,0.1800,45.0,57.3,0.400,1,6,0,0,16.6,16.4,,,958,252,[1],[247-252],,
aPKC___Bgb,4,5,A,B,0.0000,0.0,0.0,0.2339,0.2957,0.5574,0.0000,11.0,0.0,0.1800,45.2,57.8,0.400,1,6,0,0,16.3,22.2,,,958,252,[1],[247-252],,
aPKC___Bgb,5,1,A,B,0.0000,0.0,0.0,0.1907,0.2024,0.4592,0.0000,11.0,0.0,0.1700,43.8,56.7,0.390,1,6,0,0,16.7,15.8,,,958,252,[1],[247-252],,
aPKC___Bka,1,3,A,B,0.0000,0.0,0.0,0.0000,0.3145,0.0000,0.0000,0.0,0.0,0.2300,45.4,58.6,0.400,0,0,0,0,,,,,958,200,,,,
aPKC___Bka,2,5,A,B,0.0000,0.0,0.0,0.0000,0.1938,0.0000,0.0000,0.0,0.0,0.2200,46.2,60.4,0.420,0,0,0,0,,,,,958,200,,,,
aPKC___Bka,3,2,A,B,0.0000,0.0,0.0,0.0000,0.2005,0.0000,0.0000,0.0,0.0,0.2300,45.3,59.5,0.390,0,0,0,0,,,,,958,200,,,,
aPKC___Bka,4,4,A,B,0.0000,0.0,0.0,0.0000,0.2098,0.0000,0.0000,0.0,0.0,0.2200,42.9,52.5,0.390,0,0,0,0,,,,,958,200,,,,
aPKC___Bka,5,1,A,B,0.0000,0.0,0.0,0.0000,0.1899,0.0000,0.0000,0.0,0.0,0.2000,45.6,56.1,0.420,0,0,0,0,,,,,958,200,,,,
aPKC___Blos1,1,1,A,B,0.0000,0.0,0.0,0.0000,0.2375,0.0000,0.0000,0.0,0.0,0.2100,46.5,36.3,0.430,0,0,0,0,,,,,958,147,,,,
aPKC___Blos1,2,4,A,B,0.0000,0.0,0.0,0.0000,0.1993,0.0000,0.0000,0.0,0.0,0.1900,46.9,37.5,0.440,0,0,0,0,,,,,958,147,,,,
aPKC___Blos1,3,5,A,B,0.0000,0.0,0.0,0.0000,0.1957,0.0000,0.0000,0.0,0.0,0.1800,47.5,48.1,0.440,0,0,0,0,,,,,958,147,,,,
aPKC___Blos1,4,3,A,B,0.0000,0.0,0.0,0.0000,0.2136,0.0000,0.0000,0.0,0.0,0.1700,46.9,45.7,0.410,0,0,0,0,,,,,958,147,,,,
aPKC___Blos1,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1631,0.0000,0.0000,0.0,0.0,0.1700,46.8,43.0,0.420,0,0,0,0,,,,,958,147,,,,
aPKC___Brd8,1,4,A,B,0.0420,94.1,4.0,0.0118,0.6654,0.0298,0.0593,422.0,21.0,0.2500,44.5,31.1,0.350,19,52,11,11,33.5,73.4,33.7,69.6,958,872,"[119-136,138]","[114-116,118-142,147-169,174]","[119-120,122-124,126-127,129,132,135-136]","[126,129-130,133,136-137,140,150,153-154,157]"
aPKC___Brd8,2,3,A,B,0.0000,0.0,0.0,0.0000,0.3497,0.0000,0.0000,0.0,0.0,0.2400,44.1,33.4,0.340,0,0,0,0,,,,,958,872,,,,
aPKC___Brd8,3,2,A,B,0.0000,0.0,0.0,0.0000,0.3797,0.0000,0.0000,0.0,0.0,0.2400,45.4,35.2,0.330,0,0,0,0,,,,,958,872,,,,
aPKC___Brd8,4,1,A,B,0.0000,0.0,0.0,0.0000,0.3199,0.0000,0.0000,0.0,0.0,0.2200,43.7,32.5,0.340,0,0,0,0,,,,,958,872,,,,
aPKC___Brd8,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2529,0.0000,0.0000,0.0,0.0,0.2000,44.8,34.8,0.330,0,0,0,0,,,,,958,872,,,,
aPKC___Brf,1,1,A,B,0.0000,0.0,0.0,0.0000,0.3665,0.0000,0.0000,0.0,0.0,0.2300,43.2,45.7,0.360,0,0,0,0,,,,,958,662,,,,
aPKC___Brf,2,2,A,B,0.0000,0.0,0.0,0.0000,0.1927,0.0000,0.0000,0.0,0.0,0.1800,45.1,46.9,0.340,0,0,0,0,,,,,958,662,,,,
aPKC___Brf,3,4,A,B,0.0000,0.0,0.0,0.0000,0.2430,0.0000,0.0000,0.0,0.0,0.1700,43.0,41.0,0.350,0,0,0,0,,,,,958,662,,,,
aPKC___Brf,4,3,A,B,0.0000,0.0,0.0,0.0000,0.2038,0.0000,0.0000,0.0,0.0,0.1700,44.6,44.9,0.340,0,0,0,0,,,,,958,662,,,,
aPKC___Brf,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1733,0.0000,0.0000,0.0,0.0,0.1700,45.3,46.1,0.340,0,0,0,0,,,,,958,662,,,,
aPKC___Bro,1,4,A,B,0.0000,0.0,0.0,0.0000,0.2109,0.0000,0.0000,0.0,0.0,0.2100,44.8,59.2,0.420,0,0,0,0,,,,,958,213,,,,
aPKC___Bro,2,2,A,B,0.0000,0.0,0.0,0.0000,0.2053,0.0000,0.0000,0.0,0.0,0.2100,45.2,62.5,0.410,0,0,0,0,,,,,958,213,,,,
aPKC___Bro,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2181,0.0000,0.0000,0.0,0.0,0.2000,43.9,59.7,0.400,0,0,0,0,,,,,958,213,,,,
aPKC___Bro,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1978,0.0000,0.0000,0.0,0.0,0.1900,45.7,62.0,0.430,0,0,0,0,,,,,958,213,,,,
aPKC___Bro,5,3,A,B,0.0000,0.0,0.0,0.0000,0.2418,0.0000,0.0000,0.0,0.0,0.1900,44.5,63.1,0.390,0,0,0,0,,,,,958,213,,,,
aPKC___BtbVII,1,3,A,B,0.4364,912.0,398.0,0.4448,0.9748,0.3535,0.5386,7773.0,107.0,0.4100,44.5,25.6,0.340,345,18,32,14,86.7,54.4,81.2,57.8,958,907,[608-952],[441-458],"[626,655-657,659-660,703,706-707,710,740,742-744,760-761,773-782,807,811-813,816,818]","[443-446,448-457]"
aPKC___BtbVII,2,1,A,B,0.2957,747.1,220.9,0.2369,0.9010,0.2244,0.3897,5265.0,106.0,0.3900,43.7,24.3,0.340,337,14,28,13,85.5,48.4,80.0,47.6,958,907,"[611-871,873-948]",[443-456],"[626,660,703,706-707,710,740,742-744,761,773-782,789,807,811-813,816,829]","[443-446,448-456]"
aPKC___BtbVII,3,4,A,B,0.1855,745.2,138.2,0.0434,0.8445,0.1448,0.2375,6533.0,85.0,0.3400,42.9,23.8,0.340,317,32,26,16,85.8,45.0,74.9,47.1,958,907,"[611-815,828-870,875-885,887-904,908-927,929-948]","[806-828,833-841]","[624-627,656-657,660,740,742,744,758,760-761,774-780,782,789,829,832-833,917]","[807,810-811,818-825,827,834,836-838]"
aPKC___BtbVII,4,5,A,B,0.0636,219.7,14.0,0.0132,0.6904,0.0475,0.0853,2099.0,23.0,0.2400,44.6,24.6,0.340,287,17,15,7,89.9,38.3,79.5,38.4,958,907,"[612-651,662-670,674-766,771-815,828-869,875-885,887-904,909-927,932-933,936-938,941,944-947]","[809-812,819-826,828,835-838]","[624-625,703-704,706-707,742-744,780,807,813,832,915,917]","[810,821-824,835,837]"
aPKC___BtbVII,5,2,A,B,0.0367,31.6,1.2,0.0113,0.6132,0.0252,0.0533,250.0,4.0,0.2200,45.1,24.6,0.340,186,4,4,1,93.0,35.1,81.3,35.3,958,907,"[616-622,624,626,630-635,640-648,650-651,662-670,674-678,680-682,684-697,699,703-704,713-716,718-720,722-724,726-743,745-765,771-780,782-801,803-805,807,809,813,830,832-837,847,850-852,854-868,875,877-879,881,883-884,889-893,897,913,940]",[821-824],"[742,778-780]",[823]
aPKC___BuGZ,1,2,A,B,0.1498,256.6,38.5,0.2125,0.7146,0.1693,0.1326,1996.0,33.0,0.2600,47.0,30.4,0.350,317,16,18,7,92.3,30.0,86.6,39.6,958,621,"[1,612-768,770-816,828-871,876-886,889-904,909-949]","[558-567,616-621]","[625-627,656,742-744,761,774-780,782,829,832]",[560-566]
aPKC___BuGZ,2,4,A,B,0.0000,0.0,0.0,0.2092,0.4214,0.5118,0.0000,11.0,0.0,0.2300,43.7,24.0,0.360,1,6,0,0,14.5,15.2,,,958,621,[1],[616-621],,
aPKC___BuGZ,3,3,A,B,0.0665,61.9,4.1,0.1966,0.5696,0.2353,0.0188,348.0,11.0,0.2300,45.6,29.6,0.350,153,12,9,4,92.8,22.1,88.1,30.8,958,621,"[1,614,617,619,622,627,631-635,642-646,648,650,661-662,668,670-671,675,677-678,682-687,689,691-696,698,702-704,706,715,717-718,720-722,725-726,728-730,732-733,735-748,750,754-758,760-765,768,771-780,782-793,795-801,803-809,814,833-834,836-839,848,851-853,855-856,858-862,864-868,878-879,882,884,890,893-894,898,938,942]","[560-565,616-621]","[627,740,760-761,775-779]",[561-564]
aPKC___BuGZ,4,5,A,B,0.0000,0.0,0.0,0.2125,0.5176,0.3104,0.0000,30.0,0.0,0.2300,46.0,31.8,0.350,17,10,0,0,89.0,22.5,,,958,621,"[1,622,707,725,750,755,804,807,814-816,834,852,867,882,893,898]","[200-203,616-621]",,
aPKC___BuGZ,5,1,A,B,0.0000,0.0,0.0,0.2043,0.5131,0.4338,0.0000,12.0,0.0,0.2100,45.5,24.9,0.350,2,7,0,0,55.3,17.4,,,958,621,"[1,762]","[563,616-621]",,
aPKC___Bug22,1,4,A,B,0.2101,466.7,98.0,0.0687,0.7566,0.1763,0.2502,2317.0,94.0,0.6300,45.7,73.1,0.440,15,177,14,27,42.1,77.4,42.9,76.0,958,199,[151-165],"[2,9-184]",[151-164],"[79,105,111-114,119,121-126,128-135,139,142-143,171,174,182]"
aPKC___Bug22,2,1,A,B,0.1680,319.3,53.6,0.0165,0.6981,0.1364,0.2070,1671.0,61.0,0.5800,45.3,75.9,0.420,13,170,9,20,36.4,81.4,38.6,79.2,958,199,[152-164],"[10-18,20-180]","[153-155,157-162]","[79,105,112,114,119,121-126,129-134,139,142-143]"
aPKC___Bug22,3,5,A,B,0.1839,351.6,64.6,0.0206,0.7293,0.1701,0.1987,1766.0,70.0,0.5100,46.4,81.0,0.420,13,176,10,20,34.0,86.2,36.2,83.2,958,199,[1-13],"[2,7,9-18,20-183]","[1,3-11]","[79-80,105,112,121-126,129-134,142,174,182-183]"
aPKC___Bug22,4,3,A,B,0.0941,160.0,15.0,0.0150,0.5789,0.0884,0.1001,853.0,30.0,0.4400,44.9,76.4,0.390,9,154,8,14,33.2,83.6,33.2,79.6,958,199,[3-11],"[10-17,22,24-29,32-39,41-51,56-63,65,67-173,175-178]",[3-10],"[105,111-112,121-124,126,130-134,142]"
aPKC___Bug22,5,2,A,B,0.0549,68.2,3.7,0.0125,0.5488,0.0423,0.0715,358.0,13.0,0.3500,45.5,79.8,0.430,8,122,5,11,30.0,87.1,30.4,81.6,958,199,[3-10],"[11,13,22,25,27,33-39,41,43-50,56-60,67-69,71-91,93,95-97,99-108,112-144,146-157,159-167,169-171,173]","[3,5-8]","[105,121-124,126,130,132-134,142]"
aPKC___Bx,1,2,A,B,0.2245,689.9,154.9,0.2159,0.8068,0.1498,0.3366,3526.0,135.0,0.2900,46.1,33.7,0.370,338,93,30,30,87.6,65.4,75.9,64.0,958,423,"[1,483-506,510,512,514-517,519,524-544,546,548,614-637,640-653,656-673,675-709,713-768,771-816,828-846,848-870,876-885,889-904,914-916,919-920,932-948]","[87-157,161-167,169,176,178-179,413-423]","[1,485-495,499,529,626,660,739-740,742,744-745,760-761,775-781]","[90,99,101-108,111-112,114,117,126-127,131-136,143,413-419]"
aPKC___Bx,2,3,A,B,0.1563,290.0,45.3,0.1879,0.7043,0.1710,0.1428,2051.0,41.0,0.2300,45.2,32.1,0.360,316,9,20,8,89.4,32.5,83.2,33.5,958,423,"[1,612-673,675-816,828-871,876-886,888-904,909-928,930,932-949]",[415-423],"[625-627,656-657,660,740,744,760-761,774-782,829]",[415-422]
aPKC___Bx,3,5,A,B,0.0881,30.9,2.7,0.1981,0.5436,0.2492,0.0311,136.0,7.0,0.2100,45.7,31.9,0.370,65,12,5,5,91.2,21.6,85.6,23.9,958,423,"[1,628,644,646,648,668,679,689,694,702,717-718,736-738,740-741,743,745-747,755-756,761-762,764,772,774-780,783,786-788,792-793,795-797,799,801-802,804-805,807-809,814,830,833-838,852,862,864,867,879,882]",[412-423],"[740,775-776,778-779]","[412,414-417]"
aPKC___Bx,4,1,A,B,0.1069,92.6,9.9,0.1879,0.5813,0.1956,0.0585,451.0,19.0,0.2100,44.1,30.4,0.360,194,11,10,5,88.6,24.2,77.4,27.7,958,423,"[1,617,621-623,625-635,642-652,660-670,677-679,682-696,698,713,715-721,723-725,727-767,771-816,829-843,845-846,848,851-868,880,882,885]",[413-423],"[626,740,760-761,774,776-779,829]",[413-417]
aPKC___Bx,5,4,A,B,0.0000,0.0,0.0,0.2417,0.2430,0.4506,0.0000,16.0,0.0,0.1800,44.4,29.6,0.380,1,10,0,0,15.4,30.0,,,958,423,[1],"[168,415-423]",,
aPKC___C15,1,3,A,B,0.2272,521.5,118.5,0.0322,0.8544,0.1946,0.2652,3725.0,73.0,0.2400,46.5,34.1,0.400,329,21,22,14,90.3,39.2,78.3,40.0,958,339,"[489-494,499,531,611-652,659-672,674-817,823-870,875-927,929-948]","[22-27,202-216]","[489-494,703,706-707,710,742-744,780,807,811-813,815-816,827,832]","[22-26,204-210,212-213]"
aPKC___C15,2,2,A,B,0.1782,527.1,94.0,0.0228,0.7934,0.1515,0.2098,4791.0,58.0,0.2400,46.7,30.9,0.390,321,17,23,11,92.2,41.2,85.9,41.7,958,339,"[611-654,659-672,674-767,770-817,824-871,875-885,887-948]","[204-219,221]","[624-627,651,703,706-707,710,742-744,780,807,811-813,815-816,831-832,915,917]","[205-210,212,215-218]"
aPKC___C15,3,5,A,B,0.2129,527.8,112.4,0.0279,0.8523,0.1821,0.2490,4352.0,64.0,0.2300,46.5,31.4,0.400,325,20,24,9,91.1,42.7,84.8,42.6,958,339,"[611-652,658-817,823-871,875-948]","[202-218,221,264,267]","[624-625,703-704,706-707,710,742-744,779-780,807,811-813,815-816,827-829,832,915,917]","[204-210,212-213]"
aPKC___C15,4,1,A,B,0.0577,177.8,10.3,0.0126,0.6227,0.0423,0.0787,1054.0,30.0,0.2300,45.5,29.0,0.380,240,9,14,7,92.2,31.6,86.1,32.3,958,339,"[615-616,618-624,626,629-636,640-648,664-671,674-681,684,688-764,771-772,774-816,829-869,875-884,888-903,910,912,915-919]",[204-212],"[701,703,706-707,710,742-744,780,807,811-813,816]","[204,206-210,212]"
aPKC___C15,5,4,A,B,0.1142,310.6,35.5,0.0164,0.6698,0.1055,0.1237,2607.0,37.0,0.2200,45.1,28.9,0.390,288,16,19,9,90.0,33.5,83.4,35.1,958,339,"[612-651,660-671,674-766,770-816,829-870,875-885,887-904,909-923,933,936-938,940-941,944-947]","[191,196,200-213]","[623-624,703-704,706-707,710,742-744,780,807,811-813,815-816,915,917]",[204-212]
aPKC___CG10147,1,5,A,B,0.0152,16.4,0.3,0.0000,0.5208,0.0225,0.0103,45.0,6.0,0.3000,43.8,49.6,0.410,22,16,5,4,77.2,71.0,69.9,68.3,958,448,"[610,648-649,658-664,667,685-686,689,761,764,938-942,945]","[296,311-313,322,324,331,333-339,341,343]","[610,662,764,939,942]","[312,333,335,343]"
aPKC___CG10147,2,3,A,B,0.0000,0.0,0.0,0.0000,0.3456,0.0000,0.0000,0.0,0.0,0.2500,42.1,44.0,0.380,0,0,0,0,,,,,958,448,,,,
aPKC___CG10147,3,1,A,B,0.0000,0.0,0.0,0.0000,0.3684,0.0000,0.0000,0.0,0.0,0.2300,41.2,43.2,0.370,0,0,0,0,,,,,958,448,,,,
aPKC___CG10147,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2091,0.0000,0.0000,0.0,0.0,0.1900,42.4,48.6,0.360,0,0,0,0,,,,,958,448,,,,
aPKC___CG10147,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2024,0.0000,0.0000,0.0,0.0,0.1900,41.8,46.1,0.360,0,0,0,0,,,,,958,448,,,,
aPKC___CG10209,1,3,A,B,0.0000,0.0,0.0,0.2211,0.4325,0.4095,0.0000,14.0,0.0,0.2100,45.1,28.8,0.370,3,8,0,0,66.5,18.0,,,958,529,"[1,746,780]","[501,523-529]",,
aPKC___CG10209,2,5,A,B,0.0000,0.0,0.0,0.1966,0.3777,0.4843,0.0000,11.0,0.0,0.1900,45.1,30.3,0.360,1,6,0,0,15.8,15.6,,,958,529,[1],[524-529],,
aPKC___CG10209,3,1,A,B,0.0000,0.0,0.0,0.1658,0.4366,0.4242,0.0000,12.0,0.0,0.1900,44.3,27.2,0.360,2,7,0,0,54.2,15.1,,,958,529,"[1,762]","[502,524-529]",,
aPKC___CG10209,4,2,A,B,0.0000,0.0,0.0,0.1797,0.2509,0.4664,0.0000,11.0,0.0,0.1800,45.3,29.2,0.360,1,6,0,0,17.5,18.4,,,958,529,[1],[524-529],,
aPKC___CG10209,5,4,A,B,0.0000,0.0,0.0,0.2012,0.2099,0.5001,0.0000,11.0,0.0,0.1800,44.9,26.5,0.370,1,6,0,0,14.5,16.9,,,958,529,[1],[524-529],,
aPKC___CG10232,1,4,A,B,0.0000,0.0,0.0,0.0000,0.3295,0.0000,0.0000,0.0,0.0,0.3100,41.0,68.9,0.350,0,0,0,0,,,,,958,509,,,,
aPKC___CG10232,2,1,A,B,0.0000,0.0,0.0,0.0000,0.3738,0.0000,0.0000,0.0,0.0,0.2300,42.0,66.9,0.350,0,0,0,0,,,,,958,509,,,,
aPKC___CG10232,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2936,0.0000,0.0000,0.0,0.0,0.2300,42.9,67.3,0.370,0,0,0,0,,,,,958,509,,,,
aPKC___CG10232,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2765,0.0000,0.0000,0.0,0.0,0.2000,42.4,69.4,0.360,0,0,0,0,,,,,958,509,,,,
aPKC___CG10232,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2602,0.0000,0.0000,0.0,0.0,0.1800,42.9,69.7,0.360,0,0,0,0,,,,,958,509,,,,
aPKC___CG1024,1,3,A,B,0.1903,87.3,16.6,0.0191,0.7616,0.1559,0.2322,162.0,47.0,0.2500,43.7,42.4,0.370,29,10,9,8,62.7,33.0,57.9,34.3,958,543,"[487-496,498-504,511,526-531,534,536-537,539,542]",[282-291],[487-495],[283-290]
aPKC___CG1024,2,5,A,B,0.0750,24.0,1.8,0.0113,0.5585,0.0750,0.0750,36.0,16.0,0.2300,43.9,44.2,0.360,14,5,7,5,63.9,28.6,59.9,28.6,958,543,"[488-496,498-499,501,530-531]",[284-288],"[489-494,499]",[284-288]
aPKC___CG1024,3,1,A,B,0.0972,32.0,3.1,0.0133,0.5138,0.0938,0.1008,57.0,18.0,0.2000,42.7,40.5,0.370,13,7,7,7,53.1,29.3,49.6,29.3,958,543,"[489-496,498-501,542]",[283-289],[489-495],[283-289]
